epoch,acc,loss,lr,val_acc,val_loss
0,0.38556338028169013,1.6613302236177248,0.0010000000475,0.4834,1.4347781990051269
1,0.50566362471982074,1.363667945506059,0.0010000000475,0.51990000000000003,1.3132555429458619
2,0.55317403138008325,1.2425675226105279,0.0010000000475,0.5615,1.2404340684890747
3,0.58367355107268648,1.1662315884500676,0.0010000000475,0.56679999999999997,1.2286884895324708
4,0.60452689721421715,1.1112544135027422,0.0010000000475,0.59599999999999997,1.1612853892326356
5,0.61743515850144093,1.0745571188311374,0.0010000000475,0.59840000000000004,1.12899108543396
6,0.63360550752481593,1.0356126723669676,0.0010000000475,0.59089999999999998,1.1642852523803711
7,0.64056996477745753,1.0119590676827115,0.0010000000475,0.61180000000000001,1.120836709022522
8,0.65327809798270897,0.98068972882879413,0.0010000000475,0.64170000000000005,1.0298533031463624
9,0.66080291386487355,0.96380701578087125,0.0010000000475,0.62460000000000004,1.0638718311309814
10,0.66534582132564846,0.94108601915046186,0.0010000000475,0.64429999999999998,0.98963676996231076
11,0.67501200768491831,0.92434286286805711,0.0010000000475,0.68969999999999998,0.88577285633087155
12,0.68207652897854631,0.90288304648947493,0.0010000000475,0.69969999999999999,0.85512784042358403
13,0.68529859109830293,0.89321975768318629,0.0010000000475,0.66720000000000002,0.97027788000106807
14,0.69188280499519694,0.87803092512075165,0.0010000000475,0.64880000000000004,1.0778713465690613
15,0.69366394492475181,0.86776669486149971,0.0010000000475,0.67159999999999997,0.95544841117858892
16,0.70128882484790267,0.85444852027456386,0.0010000000475,0.70620000000000005,0.83582432861328126
17,0.70377041306436117,0.8466779257561815,0.0010000000475,0.65559999999999996,1.01985871219635
18,0.70687239833493432,0.83837616317668406,0.0010000000475,0.7046,0.83686688165664669
19,0.71505763688760804,0.82233889571298902,0.0010000000475,0.70730000000000004,0.83602898159027095
20,0.71567803394172269,0.82057220898413563,0.0010000000475,0.70240000000000002,0.86857368574142457
21,0.71673871277617673,0.80974907152476394,0.0010000000475,0.71519999999999995,0.81781554031372072
22,0.72078130003202046,0.79872765982528926,0.0010000000475,0.69399999999999995,0.87441920738220213
23,0.72092138968940123,0.79475606965056755,0.0010000000475,0.71440000000000003,0.81781546945571904
24,0.72612471982068527,0.7850523793922568,0.0010000000475,0.71150000000000002,0.84397334394454959
25,0.72708533461415303,0.78163724002111357,0.0010000000475,0.72219999999999995,0.78735037727355961
26,0.73410983029138643,0.76695963495097552,0.0010000000475,0.73399999999999999,0.76953811225891111
27,0.73198847262247835,0.77151672184715425,0.0010000000475,0.68110000000000004,0.92034193334579473
