epoch,acc,loss,lr,val_acc,val_loss
0,0.39544654289372599,1.6481490747266176,0.0010000000475,0.44640000000000002,1.5019329744338989
1,0.51362872238232471,1.3400692083573746,0.0010000000475,0.55079999999999996,1.2431035539627076
2,0.55939801472942685,1.2227025978694235,0.0010000000475,0.5766,1.1841679773330689
3,0.59025776496958049,1.1461994963275519,0.0010000000475,0.5766,1.1961326982498168
4,0.60792907460774892,1.0932832081425545,0.0010000000475,0.60009999999999997,1.1192267614364624
5,0.62652097342299073,1.0507339872765762,0.0010000000475,0.63400000000000001,1.0265719398498536
6,0.63524655779699002,1.0216487385392228,0.0010000000475,0.62690000000000001,1.0346557636260987
7,0.64505283381364076,0.99200576095294002,0.0010000000475,0.63529999999999998,1.0509435838699341
8,0.65463896894012163,0.96995278789261918,0.0010000000475,0.66449999999999998,0.946073509311676
9,0.66304434838296511,0.95141079746069834,0.0010000000475,0.68079999999999996,0.90905865955352783
10,0.66922830611591422,0.93274859470928706,0.0010000000475,0.61070000000000002,1.1620240876197816
11,0.67459173871277622,0.9195005581274347,0.0010000000475,0.66959999999999997,0.94894253787994387
12,0.68205651617034901,0.90170378153269926,0.0010000000475,0.6704,0.93427841587066651
13,0.68489833493435803,0.89473441076171811,0.0010000000475,0.67149999999999999,0.93090355052947993
14,0.68824047390329812,0.88293084884888462,0.0010000000475,0.70269999999999999,0.84246625385284424
15,0.69254322766570608,0.87178997469757602,0.0010000000475,0.68269999999999997,0.89611314067840575
16,0.69930755683637524,0.86062952012463023,0.0010000000475,0.6825,0.90323435392379758
17,0.70206932436759528,0.84908883450621409,0.0010000000475,0.6835,0.89285175952911378
18,0.70473102785782904,0.84070753751562988,0.0010000000475,0.71640000000000004,0.81391856365203863
19,0.70865353826448929,0.83236065832346329,0.0010000000475,0.68669999999999998,0.91411177244186403
20,0.71097502401536983,0.82243388057174949,0.0010000000475,0.71179999999999999,0.81951585025787355
21,0.7143972142170989,0.81379730572427189,0.0010000000475,0.70109999999999995,0.86079796619415283
22,0.71365674031380089,0.81219605778487414,0.0010000000475,0.71970000000000001,0.79507877388000492
23,0.71851985270573171,0.80411573667156744,0.0010000000475,0.71379999999999999,0.81536613092422483
24,0.72128162023695164,0.79607389187377653,0.0010000000475,0.72250000000000003,0.79040618181228639
25,0.72612471982068527,0.78487609576384987,0.0010000000475,0.69740000000000002,0.87256972799301147
26,0.7264048991354467,0.78511369526099972,0.0010000000475,0.70760000000000001,0.84956182012557979
27,0.72862632084534107,0.77593695684155706,0.0010000000475,0.71230000000000004,0.82793321428298949
28,0.73122798591098304,0.77047216289134279,0.0010000000475,0.72899999999999998,0.79485296516418458
29,0.73434998398975349,0.76427932477249305,0.0010000000475,0.74219999999999997,0.74665481548309331
30,0.73408981748318924,0.76420018354593622,0.0010000000475,0.72219999999999995,0.79149701976776121
31,0.73643131604226708,0.75815360348765914,0.0010000000475,0.72199999999999998,0.81816661682128911
32,0.73527057316682676,0.75445889428453572,0.0010000000475,0.74380000000000002,0.73481646738052364
33,0.74037383925712452,0.744766868653299,0.0010000000475,0.68279999999999996,0.90407628002166751
34,0.74217499199487669,0.74056734713918693,0.0010000000475,0.71870000000000001,0.79918246469497678
35,0.74317563240473905,0.73771143224885971,0.0010000000475,0.71319999999999995,0.80323529081344602
36,0.7450568363752802,0.73157842801314232,0.0010000000475,0.73919999999999997,0.75629628334045407
37,0.74599743836055077,0.73044381624912547,0.0010000000475,0.73729999999999996,0.7657455455780029
38,0.75094060198527057,0.71737774836303259,0.0010000000475,0.70189999999999997,0.84735165376663213
39,0.76270813320525133,0.6837844907798486,0.000316227786243,0.76390000000000002,0.68792965269088746
40,0.76735110470701251,0.67369442754474318,0.000316227786243,0.76980000000000004,0.6707601322650909
41,0.76775136087095741,0.66396595845419437,0.000316227786243,0.76959999999999995,0.65868559436798091
42,0.76811159141850782,0.66733635598903962,0.000316227786243,0.77000000000000002,0.66615973391532901
43,0.76977265449887933,0.66412399609501915,0.000316227786243,0.77749999999999997,0.64355347414016728
44,0.77145373038744791,0.66169119362185258,0.000316227786243,0.77610000000000001,0.65186736850738525
45,0.77309478065962212,0.65772914326309284,0.000316227786243,0.77839999999999998,0.64133069057464598
46,0.77187399935959011,0.65837822328230677,0.000316227786243,0.77610000000000001,0.65281265349388118
47,0.77429554915145693,0.65449630651113666,0.000316227786243,0.76859999999999995,0.66158236780166624
48,0.77117355107268648,0.65541577363029491,0.000316227786243,0.77410000000000001,0.65952144780158994
49,0.77199407620877358,0.65513985642934891,0.000316227786243,0.77429999999999999,0.65394952645301818
50,0.77433557476785142,0.6492117226715467,0.000316227786243,0.77349999999999997,0.65819389066696166
51,0.77495597182196607,0.64848920304997393,0.000316227786243,0.7712,0.66910830121040343
52,0.78083973743195645,0.63175576021569757,0.00010000000475,0.7823,0.62731781091690064
53,0.77991914825488318,0.63348745593572708,0.00010000000475,0.77969999999999995,0.63235932064056399
54,0.78148014729426829,0.62844966823879889,0.00010000000475,0.78500000000000003,0.6258395075321197
55,0.77955891770733265,0.63244766659206819,0.00010000000475,0.7843,0.62804525594711302
56,0.78150016010246559,0.62806946281588238,0.00010000000475,0.78500000000000003,0.62397378759384159
57,0.77959894332372714,0.63092509314794787,0.00010000000475,0.78359999999999996,0.6291970328807831
58,0.78178033941722702,0.63134402569157932,0.00010000000475,0.78239999999999998,0.62846112422943112
59,0.7839617355107269,0.62551058589782316,0.00010000000475,0.78090000000000004,0.62932861852645872
60,0.78081972462375926,0.63035494335332132,0.00010000000475,0.78239999999999998,0.62751333212852478
61,0.78626320845341013,0.62262679285778666,0.00010000000475,0.78190000000000004,0.62706197204589842
62,0.78152017291066278,0.62949132371551897,0.00010000000475,0.78490000000000004,0.62555430097579956
63,0.78374159462055715,0.61980219606669174,3.16227778967e-05,0.78680000000000005,0.62145031929016115
64,0.78498238872878645,0.61962165683269343,3.16227778967e-05,0.78620000000000001,0.62130123658180236
65,0.78570284982388727,0.61979135064562663,3.16227778967e-05,0.7853,0.61966073722839354
66,0.78486231187960298,0.61829317645731929,3.16227778967e-05,0.78779999999999994,0.62077483673095701
67,0.78770413064361189,0.61564586508400043,3.16227778967e-05,0.78680000000000005,0.61805421438217167
68,0.78644332372718539,0.61544332255585776,3.16227778967e-05,0.7883,0.61981703820228573
69,0.78620317002881845,0.62051317220767876,3.16227778967e-05,0.78680000000000005,0.61828964452743529
70,0.78452209414024976,0.62022068763519766,3.16227778967e-05,0.7853,0.61982312197685241
71,0.78490233749599747,0.61953819876407301,3.16227778967e-05,0.78649999999999998,0.61838006663322453
72,0.78614313160422666,0.61645726331372774,3.16227778967e-05,0.78610000000000002,0.61971173791885381
73,0.78530259365994237,0.61639800400562939,3.16227778967e-05,0.78620000000000001,0.6199645120620727
74,0.78844460454691001,0.61246384036605872,1.00000006569e-05,0.78690000000000004,0.6180875968933105
75,0.78618315722062115,0.61720808557008955,1.00000006569e-05,0.78700000000000003,0.61672625060081487
76,0.78398174831892409,0.61722214494689021,1.00000006569e-05,0.78649999999999998,0.61770544614791867
77,0.78734390009606148,0.61492386833429713,1.00000006569e-05,0.78710000000000002,0.61737102217674256
78,0.7876641050272174,0.61350899006249315,1.00000006569e-05,0.78769999999999996,0.61652149305343629
79,0.78822446365674026,0.61393999532366117,1.00000006569e-05,0.78710000000000002,0.62069901556968687
80,0.78682356708293311,0.61279754735245517,1.00000006569e-05,0.7863,0.61733214468955999
81,0.78832452769772654,0.61370863827268096,1.00000006569e-05,0.78720000000000001,0.61801880354881289
82,0.78504242715337813,0.61528143245670763,1.00000006569e-05,0.78759999999999997,0.61655952396392821
83,0.78938520653218058,0.61201722651309709,1.00000006569e-05,0.78790000000000004,0.61636211719512934
84,0.784782260646814,0.61850510022787575,1.00000006569e-05,0.78779999999999994,0.6177720948696136
85,0.78778418187640087,0.61343798006035144,1.00000006569e-05,0.78690000000000004,0.61827973356246946
86,0.78632324687800192,0.61549566316367954,1.00000006569e-05,0.78700000000000003,0.61735590009689334
