epoch	epoch time	acc	loss	lr	val_acc	val_loss
0	1498.2885670661926	0.12353953265044815	2.8991040493553641	0.10000000149	0.2455	2.0490297027587889
1	1509.8536448478699	0.24673791226384886	2.3719786549469539	0.10000000149	0.28060000000000002	2.6769691589355467
2	1511.0855820178986	0.27035302593659943	2.0867845267009706	0.10000000149	0.35959999999999998	1.7529574449539185
3	1507.0595090389252	0.38666746717899458	1.6782644320251925	0.10000000149	0.44719999999999999	1.5059485233306884
4	1514.6242599487305	0.44320365033621517	1.531197628492428	0.10000000149	0.48209999999999997	1.4469191833496093
5	1515.4548480510712	0.48747198206852388	1.4101858924605546	0.10000000149	0.52370000000000005	1.57746664352417
6	1500.2579889297485	0.53548270893371763	1.2874993815316704	0.10000000149	0.57540000000000002	1.241001454925537
7	1487.4787018299103	0.58537463976945248	1.1625613051273103	0.10000000149	0.61260000000000003	1.1195728525161743
8	1484.6361529827118	0.62568043547870633	1.0554657563008905	0.10000000149	0.63929999999999998	1.0547654342651367
9	1463.5934290885925	0.66442523214857507	0.94746026714528331	0.10000000149	0.66379999999999995	0.96956803255081181
10	1462.164990901947	0.69762648094780655	0.85941268286566075	0.10000000149	0.69699999999999995	0.86900824837684632
11	1463.0248041152954	0.72802593659942361	0.78059364157229938	0.10000000149	0.72389999999999999	0.80672860069274899
12	1489.7328510284424	0.75356227985910984	0.70531381214806332	0.10000000149	0.75649999999999995	0.70377753777503971
13	1451.3863561153412	0.77407540826128718	0.63903886754467742	0.10000000149	0.77580000000000005	0.67114192352294921
14	1452.0448429584503	0.79216698687159781	0.59418703844216703	0.10000000149	0.78910000000000002	0.62854528083801264
15	1451.207321882248	0.80809718219660587	0.54988148598536601	0.10000000149	0.78569999999999995	0.62384288172721858
16	1446.346006155014	0.82218619916746716	0.50973666460514833	0.10000000149	0.80589999999999995	0.56922443430423741
17	1457.280788898468	0.83305315401857194	0.48155755843827636	0.10000000149	0.79420000000000002	0.63065514283180235
18	1466.3077340126038	0.83887688120397053	0.45667297332725043	0.10000000149	0.81910000000000005	0.54767488908767703
19	1463.9917349815369	0.85072446365674026	0.42817692283518299	0.10000000149	0.83009999999999995	0.51580358986854558
20	1476.8511970043182	0.85778898495036826	0.40338420589745827	0.10000000149	0.83069999999999999	0.512827202630043
21	1473.2757530212402	0.86455331412103742	0.38280663226817307	0.10000000149	0.83709999999999996	0.51152764996290212
22	1453.2003920078278	0.87301873198847257	0.35829000336034839	0.10000000149	0.83430000000000004	0.52750796701908109
23	1451.7038168907166	0.88064361191162344	0.34050318496877324	0.10000000149	0.83689999999999998	0.54393733794689181
24	1463.1399490833282	0.88736791546589822	0.32249904975528865	0.10000000149	0.83260000000000001	0.54776515345573429
25	1465.3928949832916	0.89099023374959974	0.30977774628778315	0.10000000149	0.85199999999999998	0.46041372144222259
26	1470.9342749118805	0.89643371757925072	0.29300273844886965	0.10000000149	0.84599999999999997	0.50715560054779052
27	1468.6058931350708	0.90295789305155294	0.27287681488092991	0.10000000149	0.84299999999999997	0.50018984344005579
28	1477.3080701828003	0.90710054434838294	0.26320488675307507	0.10000000149	0.85870000000000002	0.45396466331481933
29	1486.7568669319153	0.91246397694524495	0.24897266684378563	0.10000000149	0.85560000000000003	0.48002209742069246
30	1485.2107510566711	0.91728706372078128	0.23218802990838575	0.10000000149	0.8548	0.48150469424724579
31	1491.4992759227753	0.92255043227665701	0.2230198766733214	0.10000000149	0.85340000000000005	0.4902300889492035
32	1495.6115629673004	0.92559237912263848	0.20832591962988964	0.10000000149	0.85950000000000004	0.46502141439914702
33	1488.4845459461212	0.93031540185718864	0.19700327360888648	0.10000000149	0.86299999999999999	0.4841538275539875
34	1496.9330711364746	0.93321725904578934	0.18778292256342727	0.10000000149	0.85629999999999995	0.49592172318696975
35	1491.5006890296936	0.95687239833493432	0.12399810534719112	0.0316227786243	0.87050000000000005	0.49579252535998819
36	1492.017079114914	0.96461735510726865	0.10018546351482432	0.0316227786243	0.87390000000000001	0.46784301790297034
37	21084.214215040207	0.96673871277617673	0.095042119188704796	0.0316227786243	0.87560000000000004	0.49639235744476318
38	1136.29208111763	0.97220220941402502	0.081503609585042852	0.0316227786243	0.87890000000000001	0.4724474758654833
39	1126.029622077942	0.97454370797310275	0.075417419019004006	0.0316227786243	0.87719999999999998	0.47167014907747506
40	1147.4090700149536	0.97782580851745116	0.064863269493458581	0.0100000007078	0.87970000000000004	0.50068594893813134
41	1176.6369891166687	0.98104787063720778	0.057296136862190102	0.0100000007078	0.87739999999999996	0.52373616756349806
42	1161.7774229049683	0.98222862632084529	0.053399425729533066	0.0100000007078	0.88080000000000003	0.48767155118286609
43	1163.104295015335	0.98256884406019851	0.052006636245153531	0.0100000007078	0.88339999999999996	0.50327133345007902
