epoch	epoch time	acc	loss	val_acc	val_loss
0	85.51612591743469	0.20869391025641026	2.3952067931493124	0.2979	1.9576103914260865
1	81.57507801055908	0.26999117744286394	2.1245389401549364	0.3367	1.9398208564758301
2	84.82628202438354	0.3412135066150816	1.8849195617875267	0.40939999999999999	1.8514680397033692
3	86.1046199798584	0.38141642603156733	1.8677671318219418	0.42659999999999998	1.6551964410781861
4	87.0935869216919	0.4368784087550231	1.656645477831574	0.45810000000000001	1.521481176185608
5	88.10067486763	0.3931665062560154	1.7758769584765295	0.38150000000000001	1.6893767000198365
6	91.20863604545593	0.4264517164035298	1.5584162739098053	0.48530000000000001	1.4133979228973388
7	95.7031102180481	0.49665142763567383	1.383349309336271	0.52029999999999998	1.4076770647048951
8	92.32308888435364	0.53803737575823507	1.2738883715621316	0.58130000000000004	1.1776502798080444
9	90.43256187438965	0.58196984279756181	1.1653379681862277	0.59619999999999995	1.1326346817016602
10	90.19038701057434	0.62582210462598953	1.0551781587046922	0.64759999999999995	1.0148769374847413
11	89.98294115066528	0.66129290981096911	0.9572466921645707	0.69289999999999996	0.87363866043090821
12	91.63881778717041	0.68629692009637322	0.87844899481292105	0.70569999999999999	0.85186423664093014
13	88.17595887184143	0.71388755217170652	0.81395244252272514	0.71399999999999997	0.8326235744476318
14	85.13263487815857	0.72952759068938533	0.76482566765649673	0.74399999999999999	0.74590881481170657
15	82.39803194999695	0.74955887074725991	0.71818413769238876	0.76080000000000003	0.68813790664672847
16	82.74746704101562	0.76539942248341053	0.66653736189538404	0.75849999999999995	0.70298387794494632
17	91.25461912155151	0.78250320825127018	0.6182770887398743	0.78439999999999999	0.62013590803146368
18	112.37621903419495	0.79631857557253916	0.58122066821201435	0.78200000000000003	0.61905991134643557
19	88.20272088050842	0.81087584225153131	0.53791207436533128	0.80020000000000002	0.58741954326629642
20	87.08895206451416	0.821182226518962	0.50472750648841824	0.79549999999999998	0.61919390244483952
21	91.00880098342896	0.83525826120590763	0.47221880952325967	0.81950000000000001	0.54070816531181332
22	86.48260998725891	0.8454242861726019	0.44622412192963007	0.8165	0.54687090082168577
23	89.20831108093262	0.84935434716689417	0.43099785535657564	0.83360000000000001	0.49637556591033938
24	85.14406609535217	0.85986124474840897	0.4010547655857179	0.83650000000000002	0.49262407140731812
25	84.80280685424805	0.86850336868104394	0.37597059888031992	0.83879999999999999	0.4891010167121887
26	83.19737601280212	0.87580205337107087	0.35659435295813885	0.84309999999999996	0.47980476732254029
27	87.84815216064453	0.88083493749721331	0.3382861110351007	0.84560000000000002	0.47662299988269807
28	88.67923188209534	0.88566730838576146	0.32316136327660311	0.85219999999999996	0.46752824642658236
29	89.5139570236206	0.89388835418671797	0.30266891845839888	0.85509999999999997	0.44476286373138429
30	84.36409187316895	0.90080606356086279	0.28291506726350929	0.85550000000000004	0.44494208972454069
31	94.25716996192932	0.90247032408688288	0.27395030939315118	0.85540000000000005	0.46259017839431765
32	93.1001410484314	0.9101900867173639	0.25519625311445493	0.86760000000000004	0.40754455623626706
33	93.56521391868591	0.91315768368931816	0.24404391717138221	0.86470000000000002	0.44022619357109072
34	93.20479989051819	0.91650625611101166	0.23394936103257835	0.86729999999999996	0.42001314573287962
35	91.04152512550354	0.92456689118421109	0.21493048183106062	0.87439999999999996	0.39748895921707156
36	87.8106369972229	0.92613089520616876	0.20628961938904539	0.86980000000000002	0.43406873588562012
37	82.96313810348511	0.92827638759037834	0.20111490569513962	0.86409999999999998	0.44900935645103457
38	83.90313696861267	0.93365014442695349	0.18505170012958394	0.86029999999999995	0.46622447557449342
39	93.28746700286865	0.93609640685877893	0.17816067654561799	0.87190000000000001	0.45361413788795474
40	92.7475049495697	0.94171077965313243	0.16441607616786816	0.87270000000000003	0.445480229139328
41	95.08332586288452	0.94359560470991044	0.15775565113208981	0.87509999999999999	0.42860943086147307
42	93.66727209091187	0.94692412578107299	0.15072881278603131	0.87960000000000005	0.43409961161613464
43	92.37867093086243	0.94772617896091949	0.14502289641695143	0.87250000000000005	0.47449404058456424
44	92.92806005477905	0.95055341674687199	0.13872672323427943	0.87670000000000003	0.44590992956161501
45	91.5350649356842	0.95466393964735019	0.124318075879935	0.87460000000000004	0.48960532817840574
46	92.57955622673035	0.95624799492422652	0.1207400995796982	0.87009999999999998	0.4698320458173752
47	87.8583550453186	0.95672922680153849	0.12067972208717752	0.87519999999999998	0.45164734582901001
48	84.1581380367279	0.96001764519076183	0.11044517688197435	0.87680000000000002	0.45888546929359436
49	82.80847883224487	0.96230349697132012	0.10636426172349787	0.87360000000000004	0.46600823826789856
50	289.8959081172943	0.96462945137645018	0.098923100730452657	0.87760000000000005	0.46791531085968019
51	92.24691891670227	0.9640279114150756	0.098706357532447067	0.88190000000000002	0.46412483386993408
52	90.1489520072937	0.96871992298376497	0.087908612049692983	0.88039999999999996	0.50233380475044254
53	91.05355095863342	0.96789781837689792	0.09097837146884323	0.88319999999999999	0.48180585584640501
54	89.97144484519958	0.97086541546358673	0.081406276172907216	0.88660000000000005	0.49229080657958985
55	91.35753798484802	0.97128649344228579	0.080979963552408732	0.88700000000000001	0.4841441119194031
