epoch	epoch time	acc	loss	val_acc	val_loss
<<<<<<< HEAD
0	414.73427295684814	0.19048477564102564	2.4710553838656497	0.18990000000000001	2.736928121948242
1	413.0721859931946	0.23843038178213063	2.194742879999116	0.28349999999999997	2.0223594495773316
2	412.6543960571289	0.3319898941337508	1.8708111526953091	0.36980000000000002	1.7560809587478639
3	412.9325478076935	0.3332531279981385	1.9401380106696802	0.38219999999999998	1.8472966545104981
4	413.2030110359192	0.38963747191857478	1.8022781760791269	0.4269	1.6484729677200318
5	413.39468693733215	0.41381937760667309	1.6953220294001472	0.40550000000000003	1.6739498886108399
6	411.1666798591614	0.38889557266602504	1.8026250162910948	0.3876	1.9940810377120972
7	412.32553815841675	0.41943375038190417	1.6809929005412059	0.45379999999999998	1.6742982065200807
8	412.2858328819275	0.45841353867808937	1.5918453893563591	0.50339999999999996	1.3743759553909303
9	413.39626002311707	0.47810394610202117	1.5169298745211326	0.51539999999999997	1.3488890455245972
10	411.5202748775482	0.49524783444664666	1.4928872363093881	0.50860000000000005	1.7600720420837401
11	411.03633999824524	0.52358036569804001	1.429141752070481	0.56140000000000001	1.3118714942932128
12	411.3239359855652	0.5169834777220419	1.4606851015788529	0.55759999999999998	1.2787474815368651
13	411.37154603004456	0.53474895729252192	1.4167995247123408	0.42709999999999998	1.5942682853698731
14	412.6794340610504	0.50619586138607486	1.4306321385046745	0.55059999999999998	1.3243185756683349
15	409.59732007980347	0.57114212379877793	1.2612949124811397	0.57089999999999996	1.2131354135513306
16	415.8300030231476	0.5694979146997784	1.2991175161250936	0.47789999999999999	1.6598285655975342
17	411.9048271179199	0.50316811034340558	1.4823566864880759	0.55659999999999998	1.2893940668106079
18	412.00795006752014	0.57066089184497615	1.2827331303096865	0.60860000000000003	1.1208246400833131
19	410.7813379764557	0.62022778316304439	1.0882977020446023	0.63729999999999998	1.0424800337791442
20	412.92452788352966	0.66203480911132495	0.9597816759093587	0.68020000000000003	0.9014327007293701
