epoch,e,epoch time,acc,loss,val_acc,val_loss
82,82,85.55438209,0.98931264,0.030852866,0.8853,0.600279503
83,83,82.65467191,0.99095685,0.027195203,0.8929,0.574398046
84,84,84.98229814,0.990315207,0.027507782,0.8883,0.603779993
85,85,91.24686098,0.992480751,0.022590208,0.8902,0.615531322
86,86,90.33655596,0.990575874,0.026702833,0.8895,0.579752758
87,87,89.92128801,0.990636028,0.026905926,0.8912,0.580727635
88,88,90.65440392,0.990415464,0.02695815,0.8944,0.574944266
89,89,90.65448284,0.991578441,0.02388767,0.8909,0.594595829
90,90,85.92886901,0.990996952,0.026387395,0.8928,0.572778784
91,91,83.579602,0.992641161,0.022365276,0.8954,0.570194366
92,92,83.78149104,0.992701315,0.022576099,0.886,0.608979334
93,93,82.59772301,0.992340391,0.022362468,0.8947,0.583423683
94,94,85.84623718,0.992581007,0.021224081,0.8917,0.604431639
95,95,84.32431483,0.99141803,0.025074526,0.8906,0.630242957
96,96,95.38660979,0.99292188,0.021334557,0.8975,0.568650334
97,97,83.05394101,0.994185114,0.01729121,0.896,0.61496229
98,98,80.81432199,0.993804139,0.017938494,0.8888,0.658037922
99,99,82.83383512,0.992761469,0.02046702,0.8963,0.589060628
100,100,81.15834785,0.994405679,0.01647647,0.8951,0.631506356
101,101,81.11381412,0.993383061,0.01916192,0.8923,0.621582989
102,102,80.42153096,0.993423163,0.018216802,0.8948,0.643664905
103,103,80.38635015,0.993423163,0.018774901,0.8988,0.605959541
104,104,80.56691694,0.994084857,0.01695183,0.8962,0.603361499
105,105,80.37506795,0.994145011,0.017405907,0.8937,0.627106823
106,106,80.56315398,0.994225217,0.016831479,0.8937,0.631780179
107,107,80.62470508,0.994185114,0.016228441,0.8941,0.613458392
108,108,80.50041413,0.994405679,0.016312144,0.8954,0.59313659
109,109,80.95744205,0.994185114,0.016178884,0.8909,0.620631814
110,110,81.28795385,0.994766603,0.014622969,0.8995,0.572920142
111,111,80.38608694,0.995729066,0.012274662,0.8937,0.663590077
112,112,80.50248003,0.995648861,0.013315069,0.8972,0.624380417
113,113,81.3518548,0.994245268,0.016612658,0.8949,0.638546374
114,114,81.14025497,0.994606192,0.015349048,0.8916,0.656865412
115,115,80.94365191,0.994987167,0.014947819,0.887,0.680172719
116,116,81.42526388,0.995949631,0.01277715,0.8953,0.606968509
117,117,81.46315002,0.994265319,0.016026043,0.894,0.629575184
118,118,81.0658381,0.99578922,0.012961335,0.8966,0.639673045
119,119,80.86300397,0.995548604,0.013269975,0.896,0.620949453
120,120,81.0896039,0.994826756,0.014055187,0.8984,0.593332515
121,121,80.95467305,0.995568656,0.013639954,0.8942,0.639704441
122,122,80.8592999,0.996069939,0.012105734,0.8961,0.617195044
123,123,80.39038706,0.995307988,0.013326871,0.8994,0.621292775
124,124,80.77510881,0.995007218,0.014016363,0.8988,0.614618753
125,125,80.73195887,0.99639076,0.011056788,0.8957,0.609521273
126,126,81.10047817,0.996771736,0.010464362,0.897,0.632113703
127,127,80.92198396,0.996170196,0.010915812,0.8965,0.675251159
128,128,80.30899501,0.994505935,0.015470969,0.8982,0.616081332
129,129,80.54390788,0.996430863,0.010313323,0.8963,0.634858289
130,130,80.40703392,0.996150144,0.011163989,0.8967,0.624818723
131,131,80.62222505,0.996009785,0.011683965,0.9005,0.605990341
132,132,80.98214507,0.995648861,0.012419868,0.9013,0.601577952
133,133,81.24352098,0.996410812,0.009732834,0.8972,0.663205885
134,134,81.39835596,0.99578922,0.012179064,0.8992,0.622839685
135,135,81.36560488,0.995688964,0.012305526,0.8988,0.622145856
136,136,81.50115085,0.996731633,0.00965306,0.8951,0.667609643
137,137,81.30002403,0.996170196,0.011810055,0.8983,0.619366827
138,138,80.98671103,0.996270452,0.01088373,0.8994,0.643185853
139,139,81.28734708,0.996932146,0.009560701,0.8988,0.622480472
140,140,80.86718178,0.996711582,0.010231016,0.8924,0.652145164
141,141,80.79643083,0.99759384,0.007267783,0.897,0.621103915
142,142,80.78529215,0.997333173,0.007401887,0.8986,0.614146986
143,143,80.57542109,0.997353224,0.008638985,0.8974,0.641540987
144,144,80.58049107,0.996952198,0.009037669,0.8962,0.664396939
145,145,79.95263386,0.997473532,0.007237489,0.9025,0.62730436
146,146,79.90648103,0.998275585,0.005985176,0.8979,0.65936797
147,147,80.16566014,0.997874559,0.006471022,0.9004,0.641236148
148,148,80.87487102,0.998175329,0.005860147,0.9004,0.636663717
149,149,81.03560305,0.997473532,0.008042675,0.8943,0.697245304
150,0,82.40752816,0.997796474,0.00625726,0.9011,0.639145749
151,1,81.19851995,0.999077639,0.003084526,0.9034,0.630404226
152,2,80.83619785,0.999037536,0.003033257,0.9049,0.607580566
153,3,80.82069087,0.999298203,0.002219189,0.9022,0.634303579
154,4,81.09192491,0.999418511,0.00194995,0.9044,0.61810548
155,5,80.58038402,0.999318255,0.001974557,0.9047,0.619540022
156,6,80.82171106,0.999598973,0.001700342,0.9052,0.628625466
157,7,80.59379697,0.999558871,0.001825529,0.9047,0.610370068
158,8,80.08278918,0.999478665,0.001980386,0.9047,0.615676618
159,9,80.28347588,0.999639076,0.001386506,0.9076,0.590860162
160,10,80.05248284,0.999659127,0.001586674,0.9054,0.609672666
161,11,80.0623939,0.999679179,0.001263301,0.9051,0.619668204
162,12,79.97619987,0.999679179,0.001134324,0.903,0.624914281
163,13,80.513098,0.999578922,0.001390303,0.9069,0.600011714
164,14,80.531317,0.999719281,0.00127044,0.9041,0.616299513
165,15,80.97095895,0.999578922,0.001321945,0.904,0.635747814
166,16,81.10346484,0.999679179,0.00121012,0.9064,0.618997731
167,17,81.30314517,0.999719281,0.001146008,0.9058,0.579489225
168,18,80.73043704,0.999639076,0.001194368,0.9042,0.616129352
169,19,80.70627594,0.999619025,0.001269877,0.9062,0.596523731
170,20,80.2034142,0.999779435,0.001030331,0.9056,0.612143532
171,21,80.52519298,0.999719281,0.001059241,0.9091,0.599970267
172,22,80.91105604,0.999719281,0.001102184,0.9046,0.619673228
173,23,80.61412811,0.999759384,0.001119338,0.9053,0.624439065
174,24,80.90122914,0.999799487,0.000813516,0.904,0.636779368
175,25,80.71883392,0.999759384,0.001081714,0.9052,0.613944134
176,26,80.79414797,0.999759384,0.000906994,0.9066,0.61661604
177,27,80.81990695,0.999919795,0.000724319,0.9052,0.624225932
178,28,81.67872691,0.999819538,0.000866823,0.9071,0.60646543
179,29,81.43578601,0.999759384,0.000877205,0.9048,0.630394689
180,30,81.08846092,0.999839589,0.00070766,0.9064,0.598404618
181,31,81.13668823,0.999899743,0.000704547,0.9052,0.609192705
182,32,80.57564616,0.999859641,0.000950045,0.9074,0.592261445
183,33,80.942132,0.999839589,0.000781978,0.9073,0.614063525
184,34,80.67713714,0.999799487,0.000824558,0.9071,0.602615711
185,35,81.53752804,0.999879692,0.000578388,0.9092,0.607749685
186,36,80.92855716,0.999839589,0.00081433,0.9065,0.620710407
187,37,81.33757591,0.999879692,0.00068754,0.9074,0.597402921
188,38,81.37720799,0.999859641,0.000646777,0.9085,0.613978691
189,39,81.49442983,0.999899743,0.000726388,0.9072,0.609292048
190,40,83.37551403,0.999799487,0.000894462,0.9077,0.598506486
191,41,82.65893722,0.999899743,0.00060631,0.9058,0.639860205
192,42,81.66419816,0.999859641,0.00060148,0.9088,0.590478773
193,43,81.1619761,0.999799487,0.000702753,0.9059,0.627682892
194,44,82.7979691,0.999839589,0.000684262,0.907,0.624652969
195,45,81.16814113,0.999879692,0.000587364,0.9075,0.611141929
196,46,81.07516694,0.999759384,0.000762376,0.907,0.626254711
197,47,80.78346086,0.999839589,0.000574204,0.9071,0.633656442
198,48,80.11886692,0.999939846,0.000463321,0.9082,0.61631827
199,49,80.52120805,0.999899743,0.00063488,0.9078,0.620466359
200,50,80.30166197,0.999879692,0.000709657,0.9066,0.62891028
201,51,80.60835409,0.999839589,0.000573292,0.9053,0.641711322
202,52,80.25333595,0.999919795,0.000531062,0.9059,0.614256458
203,53,80.97182083,0.999899743,0.000533787,0.9087,0.615088993
204,54,80.58202815,0.999959897,0.000463679,0.91,0.615246977
205,55,80.53360391,0.999839589,0.000593295,0.9082,0.602761636
206,56,80.92868209,0.999859641,0.000660807,0.9072,0.617165661
207,57,80.68808579,0.999879692,0.000545242,0.9061,0.634369708
208,58,80.84734416,0.999859641,0.000604432,0.9071,0.625920258
209,59,80.91547799,0.999919795,0.000513281,0.9069,0.619858455
210,60,80.96392202,0.999939846,0.000515058,0.9088,0.60737041
211,61,81.06568289,0.999919795,0.000543686,0.9087,0.627457292
212,62,81.29957604,0.999819538,0.000789945,0.909,0.60095083
213,63,81.38802195,0.999919795,0.000434284,0.9066,0.631584693
214,64,81.19677019,0.999879692,0.000537869,0.9074,0.619896563
215,65,80.97379017,0.999919795,0.000427224,0.9066,0.642073049
216,66,81.3378799,0.999939846,0.000556894,0.9057,0.64020175
217,67,81.17764592,0.999899743,0.000601332,0.9073,0.61044604
218,68,81.18234301,0.999939846,0.000495539,0.9079,0.616233298
219,69,81.30684209,0.999939846,0.000513271,0.9065,0.64050109
220,70,81.30036402,0.999879692,0.000639087,0.9084,0.61225398
221,71,80.99213195,0.999939846,0.000428389,0.9081,0.62134963
222,72,80.934937,0.999939846,0.000397411,0.9083,0.610628188
223,73,81.08454704,0.999939846,0.000571937,0.9058,0.60439638
224,74,81.38841891,0.999879692,0.00055704,0.907,0.649318248
225,75,81.04839206,0.999879692,0.000516425,0.9092,0.618088671
226,76,80.80803895,0.999839589,0.000712421,0.9075,0.629244094
227,77,80.54545498,0.999859641,0.000533194,0.904,0.637284057
228,78,80.33544111,0.999959897,0.00043889,0.9059,0.642778531
229,79,80.43178797,0.999859641,0.000627267,0.9072,0.639835221
230,80,80.74380302,0.999919795,0.000423156,0.9071,0.624503328
231,81,81.06836486,0.999879692,0.000449619,0.9067,0.635372752
232,82,80.70161104,0.999959897,0.000417192,0.9076,0.643689443
233,83,80.97201896,0.999859641,0.000601447,0.9078,0.61738938
234,84,81.21033788,0.999899743,0.00043378,0.9083,0.630237294
235,85,81.02378297,0.999919795,0.000489999,0.9085,0.614579579
236,86,80.76495099,0.999939846,0.000369242,0.9075,0.60724453
237,87,81.22176504,0.999879692,0.000512957,0.9058,0.62198154
238,88,81.43653297,0.999899743,0.000452365,0.9074,0.630371805
239,89,81.19012785,0.999939846,0.000408527,0.9083,0.616466349
240,90,81.08125806,0.999859641,0.000500709,0.9072,0.626561343
241,91,81.05105996,0.999939846,0.000372327,0.9057,0.656870374
242,92,80.46061683,0.999919795,0.000400247,0.9058,0.65755343
243,93,80.61243105,0.999899743,0.000384006,0.9056,0.654073784
244,94,80.12886095,0.999919795,0.000409144,0.9071,0.643675266
245,95,80.76597095,0.999959897,0.00042963,0.9092,0.623963542
246,96,81.37599587,0.999899743,0.000381632,0.9078,0.618617532
247,97,81.32052493,0.999939846,0.000347382,0.9083,0.625127909
248,98,81.00555897,0.999879692,0.000453823,0.9074,0.633215262
249,99,80.92825007,0.999979949,0.000297979,0.9079,0.652113651
250,0,83.83056593,0.999939904,0.000334074,0.9075,0.644347916
251,1,81.51616716,0.999939846,0.000382692,0.9084,0.629210795
252,2,81.1475749,0.999899743,0.000397731,0.9082,0.639975307
253,3,81.12783408,0.999939846,0.000308674,0.9062,0.638786983
254,4,81.09458494,0.999939846,0.000368095,0.9077,0.627834231
255,5,81.11766386,0.999959897,0.000352244,0.9084,0.633188211
256,6,80.64500785,0.999899743,0.000420455,0.9084,0.629188354
257,7,80.21166492,0.999939846,0.000346625,0.9063,0.640361588
258,8,80.4402318,0.999959897,0.000339675,0.9081,0.627041675
259,9,80.89087391,0.999979949,0.00030388,0.9054,0.643890658
260,10,80.77356291,0.999979949,0.000356401,0.9055,0.655725944
261,11,81.34958005,0.999939846,0.000374145,0.9084,0.623209826
262,12,80.75153589,0.999939846,0.00033721,0.9074,0.616646843
263,13,80.68437195,0.999899743,0.000413026,0.9068,0.614947165
264,14,80.91134501,0.999899743,0.000438053,0.9067,0.635737558
265,15,81.41726494,0.999959897,0.000359456,0.9086,0.630231544
266,16,80.37696099,0.999919795,0.000387091,0.9073,0.637167404
267,17,80.56944013,0.999899743,0.000429043,0.9065,0.64283574
268,18,80.15722704,0.999959897,0.000300125,0.9042,0.651179663
269,19,80.29505801,0.999959897,0.00034191,0.908,0.638034094
270,20,80.74257302,0.999979949,0.000312814,0.9062,0.637172337
271,21,80.47088099,0.999899743,0.000488406,0.9076,0.634359189
272,22,80.15936899,0.999979949,0.000372352,0.9077,0.616997056
273,23,80.52751493,0.999939846,0.000375487,0.9092,0.615798304
274,24,80.26023507,1,0.000262894,0.9098,0.617087177
275,25,80.35296583,0.999919795,0.000451141,0.9067,0.645473496
276,26,80.74448085,0.999979949,0.000311479,0.9055,0.648245352
277,27,80.03722,0.999939846,0.000371875,0.9052,0.651645507
278,28,82.70543694,0.999859641,0.000546144,0.9088,0.629294096
279,29,82.69026899,0.999939846,0.000427871,0.9073,0.624278742
280,30,82.81248283,0.999939846,0.000410206,0.9078,0.638271514
281,31,82.845577,0.999959897,0.000305602,0.9068,0.634154234
282,32,83.01452112,0.999959897,0.000367805,0.9082,0.627879528
283,33,83.18926501,0.999899743,0.00042387,0.9073,0.646407403
284,34,83.07368398,0.999959897,0.000297484,0.9065,0.643337138
285,35,83.03724909,0.999919795,0.000505165,0.903,0.653453096
286,36,82.90560317,0.999959897,0.000371914,0.9079,0.613510573
287,37,83.09836888,0.999959897,0.000291009,0.9072,0.638593363
288,38,83.51814413,0.999959897,0.000273779,0.9062,0.65777023
289,39,83.31217909,0.999939846,0.000405713,0.9085,0.614298485
290,40,83.28956318,0.999959897,0.000379292,0.9044,0.655688596
291,41,83.23754811,0.999899743,0.000354244,0.9071,0.655328018
292,42,83.53845406,0.999919795,0.000389032,0.9066,0.630213587
293,43,83.2377491,0.999959897,0.000298903,0.9079,0.637471161
294,44,82.71713591,0.999919795,0.000357272,0.9042,0.633586401
295,45,82.71917796,0.999979949,0.000318607,0.9088,0.629462643
296,46,83.06222486,0.999939846,0.000288984,0.9084,0.634004751
297,47,83.07083702,0.999959897,0.000375736,0.9046,0.656613765
298,48,82.88054109,0.999979949,0.00032405,0.9084,0.633807374
299,49,82.47409201,0.999919795,0.000367107,0.9062,0.641888653
300,50,82.53335905,0.999979949,0.000339257,0.9088,0.625047286
301,51,83.17807794,0.999919795,0.000361044,0.9061,0.649227813
302,52,83.31871295,0.999979949,0.000293463,0.9073,0.610504435
303,53,83.44844198,0.999899743,0.000400084,0.9089,0.616354634
304,54,83.20499897,0.999959897,0.000411421,0.9053,0.638655645
305,55,83.07968998,0.999959897,0.00041804,0.9078,0.644530455
306,56,82.92003703,0.999939846,0.000405148,0.9046,0.647947012
307,57,83.03448892,0.999979949,0.000294033,0.9069,0.640043518
308,58,82.76177907,0.999939846,0.000344005,0.9076,0.637544178
309,59,82.71721792,0.999939846,0.000313522,0.9084,0.625438316
310,60,82.92234087,0.999859641,0.000459521,0.9068,0.630115862
311,61,82.39038205,0.999979949,0.000286,0.9097,0.626915901
312,62,82.52198315,0.999959897,0.000322606,0.9092,0.624244213
313,63,82.74133301,1,0.000231607,0.9082,0.630072012
314,64,82.66347909,0.999879692,0.00037678,0.9083,0.646991369
315,65,82.81724191,0.999859641,0.000479972,0.9079,0.653661694
316,66,83.1517508,0.999919795,0.000366512,0.9086,0.620722343
317,67,82.82122493,0.999979949,0.000317423,0.9069,0.656917185
318,68,82.62721705,1,0.000308112,0.9086,0.641734334
319,69,82.73593521,0.999959897,0.000288248,0.9071,0.61777399
320,70,82.33691001,1,0.000259324,0.9078,0.623861532
321,71,81.86492991,0.999919795,0.000408025,0.9081,0.630121511
322,72,81.9924221,0.999939846,0.000359653,0.9086,0.627386346
323,73,81.68953204,0.999959897,0.000307742,0.9071,0.647968541
324,74,81.49822497,0.999919795,0.00035934,0.9057,0.646120632
325,75,81.48201203,0.999879692,0.000454158,0.9072,0.652132233
326,76,81.68570209,0.999959897,0.000301763,0.9071,0.644845198
327,77,81.9762671,0.999939846,0.000457084,0.9085,0.617886205
328,78,82.52754712,0.999939846,0.000399765,0.9074,0.634784913
329,79,82.48700786,0.999979949,0.000304938,0.9057,0.65552791
330,80,82.12161398,0.999939846,0.000339796,0.9074,0.65179253
331,81,82.36371994,0.999939846,0.000329459,0.9085,0.632371524
332,82,81.79580998,0.999959897,0.000328872,0.9078,0.61366505
333,83,82.00213718,1,0.000265675,0.9054,0.645458254
334,84,81.64866495,0.999899743,0.000391339,0.9059,0.65790153
335,85,81.45815301,0.999939846,0.000329503,0.9092,0.602210856
336,86,81.379354,0.999939846,0.00032842,0.9063,0.628084261
337,87,80.98833108,0.999939846,0.000333434,0.9097,0.632499198
338,88,80.47779202,0.999939846,0.000349972,0.9068,0.645311785
339,89,80.91282797,0.999939846,0.000308602,0.9093,0.610296711
340,90,81.64587188,0.999939846,0.00034798,0.907,0.629939521
341,91,81.749403,0.999979949,0.000315959,0.9079,0.634457257
342,92,81.27135706,0.999939846,0.000375215,0.908,0.638550119
343,93,80.84221315,0.999939846,0.000414237,0.9062,0.63687
344,94,80.69716096,0.999879692,0.00045299,0.9076,0.621875265
345,95,81.28259015,0.999979949,0.000283806,0.9062,0.652738733
346,96,81.29021907,0.999959897,0.000250501,0.9067,0.647115518
347,97,81.371948,0.999919795,0.000436876,0.9061,0.622642483
348,98,81.54702306,0.999959897,0.000336748,0.9069,0.621828297
349,99,81.66870093,1,0.000307053,0.9089,0.616408294
