epoch,ep,epoch time,acc,loss,val_acc,val_loss
48,48,82.4358201,0.899723292,0.282274743,0.8494,0.505110679
49,49,82.07678008,0.903031761,0.275385088,0.8545,0.451143107
50,50,81.01297998,0.908124799,0.257509093,0.852,0.497549955
51,51,82.96635389,0.910230189,0.25240929,0.8544,0.545481482
52,52,80.80229306,0.913598813,0.243294823,0.8539,0.477334937
53,53,81.83926105,0.916746872,0.234508707,0.8549,0.472526338
54,54,81.24318099,0.920817292,0.226875559,0.8582,0.487049591
55,55,83.59878421,0.921799808,0.218907282,0.8611,0.470454126
56,56,85.63472009,0.926070741,0.211615002,0.8662,0.484369467
57,57,83.86300993,0.929098492,0.199977189,0.8666,0.489983772
58,58,84.43638802,0.927514437,0.198625401,0.8678,0.452521445
59,59,84.05346298,0.933048605,0.189916033,0.8681,0.468050779
60,60,84.22430992,0.93629692,0.183017694,0.8675,0.475787378
61,61,82.65913701,0.938121591,0.174890775,0.8709,0.454993678
62,62,83.54118395,0.939705646,0.169675129,0.869,0.460760448
63,63,83.60243797,0.940888675,0.163993615,0.8674,0.481918207
64,64,83.10051417,0.943836221,0.160118247,0.865,0.494388849
65,65,83.58778191,0.945580687,0.153860794,0.8703,0.502893709
66,66,82.93300414,0.946803818,0.151355863,0.8773,0.442436744
67,67,83.79551005,0.949430542,0.142109353,0.8685,0.506040936
68,68,84.17108393,0.951134905,0.138042042,0.872,0.48075663
69,69,84.37150502,0.952398139,0.134993811,0.8735,0.490396991
70,70,84.05548716,0.954503529,0.129460012,0.8746,0.488585612
71,71,83.8065002,0.957551331,0.120099437,0.8727,0.502629177
72,72,82.53005195,0.957451075,0.121867387,0.8758,0.480720554
73,73,81.76081705,0.958995027,0.114907284,0.873,0.529618011
74,74,82.75053596,0.959917389,0.112231151,0.8766,0.516859101
75,75,82.17370296,0.960498877,0.110509366,0.8775,0.473276371
76,76,81.18316507,0.962143086,0.107823777,0.8668,0.615132603
77,77,80.80315924,0.96280478,0.106867433,0.873,0.505765971
78,78,81.30671716,0.963125602,0.102292737,0.8732,0.514549872
79,79,83.1321311,0.964469041,0.09824011,0.8656,0.577207167
80,80,83.74930096,0.967556946,0.090613387,0.8765,0.505567743
81,81,84.68018198,0.969662336,0.087096107,0.8687,0.558374419
82,82,83.31743598,0.967717356,0.089958779,0.8678,0.596364629
83,83,81.66733098,0.969622233,0.085427106,0.8727,0.557808628
84,84,83.37540889,0.969963105,0.083496154,0.8792,0.508950295
85,85,81.11370492,0.973612448,0.076433096,0.8824,0.497898551
86,86,84.78079486,0.971346647,0.081465435,0.8802,0.496642715
87,87,81.82187104,0.972429419,0.078208203,0.8757,0.556710112
88,88,83.53631711,0.973592397,0.075173775,0.8774,0.544615555
89,89,82.14537907,0.976259224,0.068749972,0.8761,0.568047536
90,90,81.994766,0.976138916,0.067640525,0.8797,0.535559161
91,91,83.19516802,0.97696102,0.065196137,0.8777,0.561227263
92,92,85.06855297,0.978083895,0.061916464,0.8763,0.553382966
93,93,85.01430202,0.975737889,0.06876547,0.8795,0.566533424
94,94,85.91338301,0.977743022,0.064482582,0.8747,0.581092642
95,95,84.22083688,0.979106513,0.059520692,0.8776,0.590096921
96,96,81.71030211,0.979407283,0.059123011,0.8843,0.544142745
97,97,83.37722683,0.980911132,0.054961031,0.8815,0.569163301
98,98,82.66440916,0.979708053,0.057170933,0.8807,0.563360754
99,99,84.70978999,0.981412416,0.053208081,0.8792,0.573362658
100,100,81.97126412,0.982435034,0.051198807,0.8835,0.571364583
101,101,84.20567989,0.978845845,0.057889786,0.8732,0.611924451
102,102,81.28973699,0.981211902,0.053462278,0.8815,0.57900635
103,103,82.58626795,0.982294674,0.049740343,0.8817,0.573848488
104,104,84.60985017,0.983096728,0.048748595,0.8862,0.57538033
105,105,83.04001689,0.983257138,0.04746784,0.8848,0.561840183
106,106,81.27426887,0.983938883,0.045606791,0.8773,0.614487687
107,107,80.62319589,0.98433991,0.04532145,0.8852,0.58765113
108,108,83.38554883,0.987086943,0.037509312,0.8826,0.60160941
109,109,81.31604981,0.984821142,0.042811021,0.8852,0.613481254
110,110,81.49548697,0.984019089,0.044099543,0.8848,0.59436519
111,111,83.92653012,0.985121912,0.043959493,0.8774,0.627786699
112,112,84.25558209,0.986324992,0.039937811,0.8865,0.561296788
113,113,81.58705592,0.987066891,0.037309862,0.8853,0.580355942
114,114,79.82546306,0.986565608,0.039125007,0.8863,0.600450411
115,115,80.85253215,0.985683349,0.039775439,0.8852,0.628860836
116,116,81.44754314,0.986505454,0.037276058,0.8838,0.605861084
117,117,80.35376215,0.987508021,0.037901696,0.8854,0.59397986
118,118,81.04790807,0.986846327,0.037722606,0.8872,0.576074611
119,119,84.10979795,0.988089509,0.034402019,0.8884,0.615858418
120,120,82.28483915,0.98794915,0.033932616,0.884,0.593684679
121,121,81.84754896,0.98704684,0.036830271,0.8847,0.617902357
122,122,81.44585586,0.98764838,0.035131056,0.8858,0.58377651
123,123,83.99525404,0.988791306,0.034405019,0.8818,0.624622272
124,124,81.80016494,0.988530638,0.033941261,0.8829,0.629649581
125,125,81.66660213,0.988490536,0.032902611,0.8834,0.634415923
126,126,83.731143,0.988670998,0.033300877,0.8814,0.623434918
127,127,82.9829731,0.988009304,0.034194798,0.8784,0.657272966
128,128,82.21611118,0.989793872,0.030227316,0.89,0.597645082
129,129,81.30490184,0.990796439,0.026681445,0.8891,0.576759623
130,130,80.80540299,0.990636028,0.027920823,0.8828,0.638846021
131,131,82.23016095,0.990575874,0.027344193,0.887,0.601906165
132,132,80.03197384,0.990535772,0.027201357,0.8867,0.606079883
133,133,81.15536904,0.989031922,0.030827729,0.8792,0.686643343
134,134,84.30637503,0.989673564,0.028877109,0.8895,0.607018849
135,135,85.11526394,0.990636028,0.027345471,0.8853,0.594415335
136,136,84.03689313,0.992701315,0.021229334,0.8888,0.598653695
137,137,82.01492095,0.991959416,0.023605519,0.8873,0.618444467
138,138,80.56735206,0.991157363,0.02471742,0.8863,0.625008783
139,139,81.74499512,0.99201957,0.024366878,0.8884,0.632788426
140,140,80.996104,0.99111726,0.024770556,0.8879,0.632404151
141,141,80.86102796,0.990676131,0.02659944,0.8892,0.626639473
142,142,80.358634,0.992260186,0.022512071,0.8848,0.657108639
143,143,82.76653504,0.992260186,0.022848462,0.887,0.642878395
144,144,84.3721509,0.992300289,0.022472744,0.883,0.67292005
145,145,83.00270796,0.992420597,0.02220912,0.889,0.62106496
146,146,82.53538299,0.992179981,0.023738432,0.8914,0.617492358
147,147,82.01747394,0.992420597,0.022466677,0.8875,0.634003775
148,148,83.96089005,0.992982034,0.019766514,0.8875,0.628566369
149,149,81.70431781,0.991538338,0.0248919,0.8871,0.648878635
150,0,84.9195919,0.994651442,0.015671476,0.8942,0.585708429
151,1,85.46444392,0.997112608,0.009495899,0.8935,0.59715258
152,2,85.54125309,0.997674046,0.008553235,0.8946,0.580255569
153,3,84.93886089,0.997754251,0.007811807,0.8946,0.590909958
154,4,82.39035797,0.998135226,0.006803916,0.8972,0.584273176
155,5,81.32258201,0.998375842,0.005865354,0.8973,0.593182485
156,6,83.2739141,0.998456047,0.005510086,0.8968,0.592403693
157,7,82.92311001,0.998516201,0.005496437,0.8965,0.576236823
158,8,82.45856595,0.998616458,0.005383153,0.8979,0.592552431
159,9,84.79963684,0.998736766,0.00497119,0.8963,0.574816711
160,10,83.20215583,0.998636509,0.004890147,0.8988,0.57370482
161,11,82.7329731,0.998756817,0.004644678,0.8983,0.594041473
162,12,83.33287978,0.998877125,0.004307417,0.8979,0.594535737
163,13,85.09221196,0.998716715,0.00460965,0.9003,0.588271845
164,14,85.28719997,0.999037536,0.003991138,0.8966,0.586634643
165,15,82.96316695,0.998917228,0.004090344,0.8993,0.601527028
166,16,81.52769899,0.998897177,0.003879846,0.8986,0.594348381
167,17,80.8530581,0.998897177,0.003998384,0.8997,0.580420702
168,18,83.4984479,0.999298203,0.003326313,0.8923,0.624615549
169,19,82.44727397,0.999157844,0.003627759,0.8987,0.603384921
170,20,82.32230806,0.99909769,0.003588809,0.8977,0.599886809
171,21,82.20619798,0.999157844,0.003574795,0.8982,0.60415565
172,22,85.79446602,0.999017485,0.003560983,0.8959,0.606996674
173,23,86.79908919,0.99909769,0.003505729,0.8947,0.619975136
174,24,84.87125683,0.999418511,0.002905705,0.897,0.606471126
175,25,82.14434505,0.999358357,0.003163476,0.9022,0.586444881
176,26,81.85736012,0.999278152,0.00321656,0.8979,0.595081115
177,27,83.3244288,0.99939846,0.002924278,0.8954,0.641250058
178,28,83.03652406,0.999358357,0.002735037,0.9002,0.599155149
179,29,82.29929996,0.999238049,0.003057853,0.901,0.613599731
180,30,82.81379104,0.99939846,0.002579494,0.9019,0.622545538
181,31,82.53355598,0.999358357,0.002674013,0.8992,0.612606428
182,32,84.79541302,0.999238049,0.002921339,0.902,0.588754066
183,33,86.28100419,0.999378409,0.00263972,0.9018,0.60954718
184,34,86.87993097,0.999278152,0.002921225,0.9026,0.594835859
185,35,84.99607205,0.999177895,0.002636095,0.9023,0.616024796
186,36,83.32100606,0.999438563,0.002612848,0.9025,0.618768896
187,37,82.05757618,0.999418511,0.002543471,0.902,0.600824315
188,38,80.76083803,0.999358357,0.002482292,0.9003,0.608702641
189,39,84.38896799,0.999278152,0.002669859,0.9,0.623723208
190,40,81.10489511,0.999378409,0.002608052,0.9011,0.617536991
191,41,82.81046605,0.999298203,0.002432747,0.8985,0.631095262
192,42,81.81559491,0.999578922,0.002070949,0.9001,0.601746182
193,43,81.46849608,0.999558871,0.002017094,0.9002,0.639551797
194,44,84.45450187,0.99939846,0.002160241,0.8995,0.635886696
195,45,83.52790189,0.999598973,0.001900883,0.8991,0.623654738
196,46,81.98980308,0.999378409,0.002418835,0.8993,0.628405762
197,47,82.05194402,0.999358357,0.002611629,0.899,0.621818544
198,48,83.05583596,0.999217998,0.002354365,0.8973,0.653056815
199,49,82.32692599,0.999578922,0.002012762,0.8984,0.627847551
200,50,83.83966184,0.999157844,0.002587282,0.9003,0.636896899
201,51,82.36807203,0.999318255,0.002222101,0.8995,0.65236942
202,52,83.39049101,0.99939846,0.00241,0.8997,0.648771049
203,53,85.76732802,0.999558871,0.001953865,0.8996,0.636666836
204,54,83.58830905,0.999338306,0.00227651,0.8983,0.637484964
205,55,81.90777493,0.999478665,0.002022417,0.8989,0.633248304
206,56,80.8382349,0.999538819,0.002258428,0.8983,0.623719364
207,57,84.22609591,0.999378409,0.002462413,0.8972,0.629544739
208,58,81.25387692,0.999498717,0.001854889,0.9002,0.654178702
209,59,82.258991,0.999558871,0.002082815,0.9003,0.631314776
210,60,82.44168782,0.999679179,0.001606704,0.9015,0.617970525
211,61,84.61757684,0.999598973,0.001713102,0.9001,0.654693686
212,62,85.15678096,0.999619025,0.001779335,0.9004,0.633415128
213,63,84.13414001,0.999578922,0.001872049,0.8972,0.637089828
214,64,82.1074779,0.999659127,0.001669649,0.8986,0.647193022
215,65,81.30802798,0.999458614,0.002003612,0.8992,0.642739021
216,66,83.97630906,0.999558871,0.001740652,0.8988,0.630706413
217,67,81.61768198,0.999639076,0.001674333,0.8979,0.647323566
218,68,83.02439713,0.99969923,0.001719048,0.9003,0.636935032
219,69,82.02813411,0.999558871,0.001793661,0.8975,0.662093423
220,70,82.75173807,0.999639076,0.001643818,0.9027,0.616078125
221,71,81.07827997,0.999639076,0.001624477,0.9002,0.66704935
222,72,84.55999184,0.999598973,0.001439825,0.9,0.630664641
223,73,86.12418485,0.999578922,0.001795422,0.8977,0.651274673
224,74,86.83970904,0.999619025,0.001813199,0.8963,0.652926969
225,75,87.09920406,0.999558871,0.001676231,0.9004,0.635975779
226,76,87.32553506,0.999598973,0.001805245,0.8997,0.636148763
227,77,87.31887889,0.999418511,0.001891545,0.8973,0.6586277
228,78,84.71349287,0.999619025,0.001633819,0.8985,0.674478277
229,79,82.52450204,0.999538819,0.001628295,0.9002,0.653414733
230,80,81.625844,0.999639076,0.001498386,0.9001,0.644664769
231,81,82.70578814,0.999679179,0.001408506,0.8972,0.648764991
232,82,82.40148902,0.999578922,0.00173089,0.8986,0.638164794
233,83,83.59442496,0.999659127,0.001500903,0.9006,0.650568193
234,84,81.14686894,0.999659127,0.001462355,0.8997,0.637119698
235,85,82.59907818,0.999759384,0.001350071,0.9001,0.653593184
236,86,82.14382195,0.999458614,0.001748696,0.8994,0.648889259
237,87,82.06255913,0.999558871,0.001767673,0.9016,0.645469914
238,88,83.49579597,0.999538819,0.001493298,0.8997,0.673625649
239,89,83.25572491,0.99969923,0.001531465,0.9009,0.647720328
240,90,81.93154883,0.999659127,0.00142786,0.9002,0.653316052
241,91,82.71370387,0.999578922,0.001563191,0.9002,0.649538102
242,92,81.918571,0.999719281,0.001388392,0.9001,0.664195792
243,93,84.12172985,0.999578922,0.001420829,0.8964,0.684305333
244,94,82.95460105,0.999719281,0.001508485,0.8967,0.681031717
245,95,87.33456993,0.999719281,0.001405544,0.9005,0.644609464
246,96,82.9783299,0.999619025,0.001584619,0.9006,0.659105108
247,97,82.76705098,0.999799487,0.001154821,0.8995,0.661391882
248,98,85.22699404,0.999639076,0.001403406,0.8993,0.673346413
249,99,84.29194498,0.99969923,0.001308882,0.8991,0.674087105
250,0,84.46725702,0.999679487,0.001282707,0.8995,0.669028372
251,1,82.02043509,0.999659127,0.001499162,0.9009,0.657644327
252,2,84.30794787,0.999839589,0.001069088,0.8971,0.672368997
253,3,82.64967895,0.999759384,0.001218529,0.8986,0.657121319
254,4,85.19834781,0.999679179,0.001500555,0.8988,0.673480384
255,5,82.66460109,0.999759384,0.001264696,0.9026,0.653379551
256,6,84.05697298,0.999659127,0.001452333,0.9018,0.654073089
257,7,83.82767701,0.999819538,0.001169272,0.8986,0.650911472
258,8,82.87282085,0.999639076,0.001482938,0.8985,0.671236818
259,9,82.58115292,0.999659127,0.001413693,0.898,0.682157052
260,10,82.20334101,0.99969923,0.001360011,0.8983,0.654702905
261,11,82.81820202,0.999619025,0.001295351,0.9004,0.6570894
262,12,81.57488394,0.999819538,0.00109482,0.901,0.663681059
263,13,81.50787306,0.999739333,0.001469345,0.9016,0.635225445
264,14,82.06594586,0.999739333,0.001276599,0.901,0.647724215
265,15,82.05603909,0.999859641,0.001101028,0.8997,0.655682264
266,16,84.42580295,0.99969923,0.001325169,0.9016,0.642844156
267,17,83.80681992,0.999558871,0.001664197,0.9007,0.642107941
268,18,81.54970002,0.99969923,0.001242245,0.8975,0.674400964
269,19,81.94314909,0.999779435,0.001177145,0.8993,0.701871432
270,20,82.34822512,0.999739333,0.00112914,0.8968,0.681690782
271,21,84.09787989,0.99969923,0.001252289,0.8997,0.66958234
272,22,82.11463499,0.999739333,0.001270972,0.8998,0.646108863
273,23,81.93296814,0.999819538,0.001046667,0.9016,0.659026372
274,24,83.82585216,0.999659127,0.001383056,0.9042,0.634882308
275,25,84.62046099,0.999799487,0.001163666,0.8975,0.665983692
276,26,82.58834696,0.999739333,0.001165662,0.8979,0.660510932
277,27,80.82023001,0.999799487,0.001187889,0.8989,0.658044479
278,28,81.18726897,0.999619025,0.001255937,0.8994,0.665209775
279,29,83.42935896,0.999759384,0.001228422,0.8995,0.649620179
280,30,80.78382611,0.999779435,0.00112059,0.9011,0.662089386
281,31,82.61568093,0.999779435,0.001194297,0.901,0.65797519
282,32,82.15989804,0.999819538,0.001078883,0.9012,0.657523032
283,33,83.81954479,0.999598973,0.001445896,0.9029,0.642103471
284,34,82.94236493,0.999619025,0.001322329,0.8992,0.657735906
285,35,81.96515179,0.999719281,0.00133937,0.8978,0.676676874
286,36,81.89420509,0.999719281,0.001211845,0.9,0.643505954
287,37,82.12084007,0.999578922,0.001480248,0.901,0.655062237
288,38,83.07927203,0.999779435,0.001158829,0.8967,0.666433564
289,39,82.09301591,0.999719281,0.001300444,0.9007,0.663312535
290,40,81.91690707,0.999659127,0.001370885,0.8954,0.707981763
291,41,83.85025501,0.999578922,0.001647406,0.8969,0.707353106
292,42,85.96655798,0.99969923,0.001387968,0.9021,0.66092187
293,43,84.73474097,0.99969923,0.001311246,0.9011,0.656648705
294,44,82.6034441,0.999739333,0.001177308,0.8989,0.644700366
295,45,82.66965604,0.999659127,0.001159242,0.9002,0.650811936
296,46,87.53093004,0.999819538,0.001131021,0.9024,0.66589289
297,47,83.45769215,0.999799487,0.001061778,0.8975,0.700447041
298,48,85.78165388,0.999779435,0.001199724,0.9014,0.648026889
299,49,81.66178298,0.999819538,0.001094414,0.9001,0.680365569
300,50,84.39815307,0.999639076,0.00130324,0.9025,0.657463114
301,51,84.3832221,0.999739333,0.001372961,0.8996,0.68742271
302,52,84.92321515,0.999659127,0.001464752,0.9002,0.648154058
303,53,85.4821322,0.999679179,0.001302877,0.9006,0.648689276
304,54,86.75003409,0.999679179,0.00144238,0.8978,0.689889211
305,55,85.42039108,0.999598973,0.001538647,0.9002,0.669078866
306,56,82.35144305,0.999759384,0.001307121,0.8988,0.677385249
307,57,86.96462607,0.999679179,0.001383901,0.9006,0.659472824
308,58,85.73598194,0.999679179,0.001296378,0.9008,0.666677012
309,59,84.71626616,0.999879692,0.000997147,0.8996,0.653641101
310,60,83.28077602,0.999739333,0.001360893,0.9001,0.647127188
311,61,84.25184488,0.999719281,0.001247589,0.9017,0.664573685
312,62,84.25985003,0.999739333,0.001207705,0.901,0.650219875
313,63,82.46266913,0.999799487,0.001191987,0.8973,0.67814581
314,64,83.06693316,0.999679179,0.001484302,0.9009,0.663358055
315,65,83.77269816,0.99969923,0.001357518,0.8996,0.65893922
316,66,83.68814492,0.99969923,0.001260355,0.9009,0.645006825
317,67,82.14430881,0.999779435,0.001097251,0.901,0.656396866
318,68,81.99549985,0.999779435,0.001090662,0.9016,0.670715933
319,69,83.28586411,0.999819538,0.00106008,0.9021,0.656177641
320,70,82.571275,0.999719281,0.001391714,0.8985,0.675451582
321,71,82.87573314,0.999759384,0.00117167,0.9008,0.664196361
322,72,84.22342801,0.999739333,0.001270198,0.8998,0.675581572
323,73,84.94543886,0.99969923,0.001219405,0.9001,0.662448339
324,74,81.89172387,0.999759384,0.001169878,0.8983,0.673470323
325,75,83.13656712,0.99969923,0.001266404,0.9,0.674048909
326,76,81.96843386,0.999659127,0.001287139,0.9002,0.665912532
327,77,82.79476285,0.999879692,0.001020729,0.9013,0.654513596
328,78,81.67243886,0.999779435,0.001194648,0.9016,0.660462792
329,79,82.90262294,0.999719281,0.00121495,0.8974,0.680811338
330,80,84.75657701,0.999779435,0.001198058,0.9009,0.661967951
331,81,83.00623703,0.999619025,0.001240132,0.9037,0.656334103
332,82,81.7203939,0.999679179,0.001255019,0.9013,0.647818811
333,83,82.79358101,0.999879692,0.000971427,0.8977,0.679737548
334,84,83.03743196,0.999819538,0.001172505,0.8976,0.697929229
335,85,84.16935492,0.999639076,0.00130492,0.9008,0.646725148
336,86,86.11062694,0.999759384,0.001178905,0.8994,0.65900187
337,87,86.14669394,0.999719281,0.001233346,0.9015,0.660056165
338,88,82.62198305,0.999739333,0.001225451,0.9004,0.661372657
339,89,83.161443,0.999619025,0.001473579,0.9017,0.645544331
340,90,82.78027606,0.999779435,0.001059206,0.8974,0.682941504
341,91,81.85329413,0.999719281,0.001126922,0.9014,0.655325993
342,92,83.13455796,0.999659127,0.001147882,0.9013,0.671160684
343,93,86.51245403,0.999799487,0.00118902,0.8999,0.669108821
344,94,85.22173405,0.999739333,0.001142099,0.8996,0.681000237
345,95,83.84482098,0.999839589,0.001040026,0.8989,0.684665478
346,96,83.75010395,0.999759384,0.001210723,0.8996,0.67279506
347,97,81.382164,0.999759384,0.001200557,0.9007,0.665231737
348,98,84.52128506,0.999779435,0.001177061,0.9011,0.646742195
349,99,86.36230493,0.999679179,0.001254839,0.902,0.656432193
