epoch	epoch time	acc	loss	val_acc	val_loss
0	1335.5686168670654	0.20931490384615384	2.5199288664719997	0.2747	1.9222992805480956
1	1611.694529056549	0.31819457815823204	1.913158881882272	0.34089999999999998	1.7701589208602906
2	1187.3995599746704	0.38590792430529502	1.8039172245288149	0.41060000000000002	1.7975322471618653
3	1293.8710401058197	0.48141241576528565	1.5521827820290501	0.5373	1.326077021598816
4	1225.3441681861877	0.57416987495618177	1.2860965932987423	0.59830000000000005	1.3634182334899903
5	1306.5290529727936	0.63215832542753536	1.1298820993859759	0.65029999999999999	1.0232568897247314
6	1171.6805219650269	0.60996150144369587	1.2957034381414247	0.63390000000000002	1.3610679531097412
7	1198.7065498828888	0.65930782807802668	1.094628773517321	0.68889999999999996	0.93053743505477904
8	1171.2321338653564	0.69556063526442391	0.97333086535148139	0.70020000000000004	0.93884939842224124
9	1217.9871129989624	0.7270211743207019	0.88104263654610349	0.74390000000000001	0.7847421054840088
10	1234.2749209403992	0.7459696824060329	0.83869858112402518	0.73799999999999999	0.79843006496429447
11	1473.1756451129913	0.73295636832197775	0.89664634206488536	0.74219999999999997	0.87286002397537232
12	1390.7605669498444	0.76134905357715754	0.80148740380017625	0.76600000000000001	0.8609220843315124
13	1397.8604838848114	0.78823788905319669	0.70901910746981023	0.78779999999999994	0.66850083799362181
14	1549.0976238250732	0.8075072185366744	0.6522235166273096	0.7873	0.90702721729278568
15	1326.9361069202423	0.8147256978437003	0.63315628391066381	0.7954	0.75881408710479736
16	1118.1136031150818	0.83513795319833473	0.56678705422741349	0.8306	0.54694523777961734
17	1084.2771651744843	0.83243102349644482	0.59187334752021636	0.7964	0.61811878204345705
18	1113.5725991725922	0.8462664421299998	0.45865748664450867	0.83399999999999996	0.50796767988204961
19	1115.2495551109314	0.86856352261790182	0.37842277046155576	0.84550000000000003	0.46711164231300356
20	1091.8263130187988	0.8776467757841544	0.34942520274770233	0.85609999999999997	0.43957479190826415
21	1100.3502099514008	0.88791305748438043	0.32001862521733004	0.85470000000000002	0.46718100328445433
22	1180.3945999145508	0.89509143403297742	0.30280249502974749	0.85799999999999998	0.4467544846057892
23	1068.8734498023987	0.90224975934577822	0.28062831860228077	0.86609999999999998	0.42428702259063722
24	1089.6759569644928	0.90567853711222779	0.26834660616485517	0.86990000000000001	0.40849407100677493
25	1092.0648748874664	0.91159367980121764	0.24968832086820728	0.86860000000000004	0.42203985581398012
26	1107.2057490348816	0.91660651265331905	0.23445806247628878	0.87080000000000002	0.42777323970794678
27	1065.8642230033875	0.92051652233532544	0.2250595157024835	0.87209999999999999	0.4092290322780609
28	1067.422394990921	0.92538899581020062	0.21034698598003174	0.87180000000000002	0.43113213472366335
29	1062.4358038902283	0.93172521659262408	0.19400706968515546	0.85840000000000005	0.48021405515670779
30	1065.2456939220428	0.93533445630350442	0.18423394061909451	0.87339999999999995	0.44724341020584107
31	985.2376179695129	0.9380413860245167	0.17236215092258497	0.88009999999999999	0.41621460418701173
32	1088.076227903366	0.94219201151132204	0.16682533866268417	0.88180000000000003	0.41972317161560058
33	1047.7184569835663	0.9435555020470936	0.15789970991261157	0.87749999999999995	0.43233582782745361
34	1082.9354650974274	0.94612207252473679	0.149798297230961	0.88700000000000001	0.39971099300384522
