epoch,acc,loss,lr,val_acc,val_loss
0,0.40204865556978231,1.6234784075148432,0.001,0.48880000000000001,1.397802318572998
1,0.51506964457252646,1.3398420827494879,0.001,0.54120000000000001,1.2629557296752929
